person_id,institution,program
4849,"Wake Tech Community College, Allegany College of Maryland, Conservatory of Recording Arts & Sciences","Business, Music"
4850,Northern Michigan University,Bachelor of Science in Network Computing / Economics
4851,New York University,BS in Computer Science and Economics
4852,"University of California - Los Angeles, Islamic Azad University","Certificate in Full Stack Web Development, Msc in Economics, Bsc in Economics Science Theory"
4853,"Arcadia University, FootHill College",Computer Science
4854,"Magadh University, San Jose City College","B.S., Certificate in computers"
4855,"Indiana State University, JNTU",Masters in Computer Science
4856,Mordovian state university,Master's in Applied mathematics
4857,"Temple University, Tyler School of Art",Bachelor's in Fine Art in Painting and Drawing
4858,Colorado State University,Masters in Technical Communication Management
4859,Fairleigh Dickinson University,Masters in Computer Science
4861,SUNY Alfred State,Bachelors of Technology in Web Development
4862,Northern Illinois University,Bachelor of Fine Arts in Fine Arts
4863,"Sacramento State University, San Joaquin Delta College","BS in Graphic Design, AA in Business Administration"
4864,"National Military University, Obuda University",Bachelor Degree in Computer Engineering
4865,La Salle University,Bachelor of Arts in Communications
4866,Philadelphia University,M.S. in Digital Design in Digital Design
4867,Some college,
4868,Fullerton College,AA
4869,"Schoolcraft College, V. R. Patel College of Commerce, DataCare System","Web Design and Web Animation, B.Com in Accounts, Graphics Design, Pre-press Operation"
4870,UNIVERSITY OF KANSAS,B.A. in Architecture
4871,George Mason University,BS in Information Technology
4872,Ponchatoula High School,
4873,"School of the Art Institute of Chicago, York College","Certificate, B.S in Information Systems Management"
4874,,
4875,Boston College,M.A.
4876,Pacific Union College,BS in Graphic Design
4877,Grodnenski Dzjarauny Universitet imja Janki Kupaly,Master's in Mathematics and Computer Science
4878,Monroe College,Bachelor's in Computer Information Systems
4879,Art Institute of Charlotte,Associate of Applied Science in Multimedia and Web Design
4880,Wayne State University,Bachelor's in Information Systems
4881,"Montgomery High School, Southwestern College",
4882,"University of Washington - Seattle, WA",Bachelor of Science in Industrial Engineering
4885,"Kishwaukee College, Illinois Valley Community College",design
4886,"University of South Dakota, Beijing Union University","Master of Science in Computer Science, Bachelor of Science in Computer Science"
4887,BS in Computer Science,Computer Science
4888,"New York Institute of Technology, SUNY Geneseo","MA in Communication Arts, BS in Accounting"
4889,Broward County Community College,"Internet Services Technology, GRAPHIC DESIGN PRODUCTION"
4890,West Coast University and American College in US,
4891,Northern Michigan University,"BS in Art and Design, Minor in Computer Science"
4892,"University of the South Pacific, Yat Sen Secondary School",Bachelor's Degree in Computer Science
4893,"University of Tennessee Knoxville, Union University","Bachelor of Fine Arts in Graphic Design, Bachelor of Science in Digital Media Studies"
4894,"University of California - Santa Barbara, CA",Bachelor's in Business Economics History of Art
4895,"Bellevue University, The Creative Institute","BS in Computer Science, AA in Marketing and Design"
4896,The Chubb Institute,ASSOCIATE OF DIGITAL TECHNOLOGY in DIGITAL TECHNOLOGY
4897,"Quinsigamond Community College, Camden County College, South High School","Web Design and Development, College Prep in Activities and Societies"
4898,"Berkley Computer Institute, Art Institute of Philadelphia","Certificate, Associates in Illustration and Design"
4899,University of California - Los Angeles,B.A. in Psychology
4900,"NOVA SOUTHEASTERN UNIVERSITY, PRATT INSTITUTE",MS in Computer Science
4901,University of Washington-Seattle Campus,"Bachelor's in Communications, New Media Studies"
4902,St. John's University,Master of Science in Computer Science
4903,"Valencia Community College, Broward Community College","Electronics and Robotics, Programming of Industrial Robots"
4904,"New York Institute of Technology, Anna University","Master of Science in Computer Science and Engineering, Bachelor of Science in Computer Science and Engineering"
4905,Southern University at Baton Rouge,Master of Science in Computer Science
4906,Columbia College,Bachelor of Arts in Interactive Media
4907,"Baruch College, New York University, Technical University of Berlin, Goethe Institute","M.S. in Physics, Physics, German and English"
4908,"Pace University, Jilin University","M.S. in Software Development and Engineering, B.S. in Computer Science and Technology"
4910,Oklahoma State University,Bachelor's in Accounting
4911,"University of Texas at Dallas, Collin College","Bachelors of Science in Computer Science, Associates of Science in Computer Science"
4912,"Greenfield Community College, University of Massachusetts","BS in Mathematics, Mathematics"
4913,DePaul University,Bachelor's in Management Information Systems
4914,American University of Science and Technology,Bachelor of Science in Information and Communication Technology
4915,"Gujarat Technological University, Ahmedabad, India",Bachelors of Engineering in Information and Communication Technology
4916,"MIAMI DADE COLLEGE, BERKLEE COLLEGE OF MUSIC","Associate of Science degree in Computer Science, Bachelor of Music degree in Music Education"
4917,Vassar College,BA in Cognitive Science in Computer Science
4918,"U of U Pro-Ed in Full Stack Web Development, Brigham Young University, Salt Lake Community College, Hunter High School","Full Stack Web Development, Bachelors of Art in Art, Associates of Science, Diploma"
4919,"Kutztown University of Pennsylvania, Northampton Community College","M.S. in Computer Science, B.S. in Computer Science, A.S. in Computer Science"
4920,North Lake College,
4921,"Southern Methodist University, New York University, Chaminade High School","Bachelor's in Economics with Financial Applications, License in Real Estate, High School Diploma"
4922,ITT Technical Institute,"Associate in Business Management, Associate in Computer Science"
4923,UP Technical University,Masters in COMPUTER APPLICATIONS
4924,"New York University, Tianjin University","M.S. in Computer Engineering, B.S. in Electrical Engineering"
4925,"Georgia State University, Thinkful","Bachelor's in Applied Linguistics, Full Stack Web Development"
4926,"Bachelor's of science, Masters in computer applications",
4927,CALIFORNIA STATE UNIVERSITY,Bachelor of Arts in English
4928,University of Southern California,BS in Computer Science
4929,"California State University, Gujarat Technological University","Master's in Computer Science, B.E in Computer Engineering"
4930,Westwood College,
4931,The University of Georgia,Bachelor's in Journalism
4932,"Louisiana State University, College of Art",
4933,"RefactorU, Nicholls State University, Chattahoochee Technical College","Associate in Web Development, Social Marketing, Entrepreneurialship, Bachelor's in Mass Communications, Associate in General Studies"
4934,Wake Technical Community College,Associates degree in Computer Science
4935,Stevens Institute of Technology,BS in Computer Science
4936,,
4937,Polytechnic Institute of Tajik Technical University,Bachelor's in Computer Science
4938,"Lane Community College, Willamette High School","Associate of Science in Computer Science, Mathematics, High School Diploma"
4939,High school or equivalent,
4940,California State Polytechnic University - Pomona,Bachelor of Science in Business Administration in Management and Human Resources
4941,Minot State University,Bachelor of Science in Computer Science
4942,University of North Texas,B.A. in Spanish
4943,"Snow College, Juab High School","ASSOCIATE OF SCIENCE, HIGH SCHOOL DIPLOMA"
4944,University of Maryland-College Park,Digital Experience Design & Technology (in progress)
4945,"Champlain College, Vermont Technical College","Bachelor's in Software Development, Associates in Mechanical Engineering Technology"
4946,Diablo Valley College,Certificate of achievement
4947,"Brandeis International Business School, Copenhagen Business School, Maharshi Dayanand University","Master's in Data Analytics, Master's in MBA Exchange, Bachelor's in Computer Science"
4948,"Auburn High School, University of Nebraska",Business Communications
4949,University of Nais,Bachelor of Law in Law
4950,"University of Houston, Beijing Institute of Technology","Master of Computer Science Information, BS in Economics"
4951,"Lone Star College System, Complutense University of Madrid","Associate in Graphic Design, Master's in Computer Engineering, Bachelor's in Computer Engineering"
4952,DePaul,M.S. Electronic Commerce Technology
4953,"Bowie State University, Gayatri Vidya Parishad College of Engineering","Master's in Management Information Systems, Bachelor's in Computer Science"
4954,University of Washington,Bachelor's in Informatics
4955,"Islamic Azad University, North Tehran Branch",Bachelor's in Software Engineering
4956,"New York University, Texas State University","Master's Degree in Journalism, B.S. in Family and Consumer Science & Business Administration"
4957,Nashua Community College,Associates in Science in Software Development
4958,"The George Washington University, Voronezh State University","Certificate in Theory of Translation And Intercultural Communication, Bachelor of Arts in Economics, Bachelor of Arts"
4959,"Pondicherry University, Fatima Higher Secondary School","Bachelor of Computer in science and Engineering, H.S.C., S.S.C."
4960,"State University of New York - New York, NY, Visvesvaraya Technological University","Master's in Computer Science, Bachelor of Engineering in Information Science and Engineering"
4961,"George Mason University, VIT University","Master of Science in Information Systems, Bachelor of Engineering in Electronics and Communication Engineering"
4962,Silicon Valley College,Bachelor of Arts in Design and Visualization
4963,Washtenaw Community College,Web Design and Development
4964,Orange Coast College,
4965,City University of New York,Masters
4968,Phd in Greek Hyphenations,Phd in Greek Hyphenations
4969,DeVry University-Phoenix,Bachelor's in Technical Management
4970,High school or equivalent,
4971,University of Nebraska - Omaha,journalism
4972,K S Rangasamy College,Bachelor of Technology in Information Technology
4973,"DeVry University, California State University of Fullerton","Bachelor of Science in Information Technology, Bachelor of Arts in Business Administration"
4974,KATHARINE GIBBS SCHOOL,A.O.S
4975,University of Florida,Bachelor of Science in Computer Science
4976,University of Toledo,Computer Science Engineering
4977,Calhoun College,Computer Information Systems
4978,Eastern Michigan University,Bachelor of Science* in Philosophy
4979,University of Colorado at Denver,BA in Mathematics
4980,UC,Bachelor of Computer Science in Division of Continuing Education
4981,"University of Southern Mississippi, Bay High School",Computer Science
4982,Wuhan University,Certificate of Programming Methodology
4983,Instituto Tecnologico de Chetumal,Bachelors of Computer Science in Computer Science
4984,"Keiser Univeristy Online, The Art Institute of Fort Lauderdale, Dillard High School","Bachelor's in Political Science, Associates Degree in Interactive Media Design"
4985,Brigham Young University-Provo,BA in Media Arts/Film
4986,"SHERIDAN TECHNICAL INSTITUTE, MIAMI DADE COLLEGE","A.A. in Design, Graphic Design"
4989,"SUNY Fredonia, Williamsville South High School","Post-Baccalaureate Study in Visual Arts & New Media, Bachelor of Arts in Media Arts, Regents Diploma in Technology, Stage Crew (Sound/Lighting), Wind Symphony"
4990,State University,B.S. in Computer Science
4991,WASHINGTON STATE UNIVERSITY,MASTER OF COMPUTER SCIENCE in COMPUTER SCIENCE
4992,University of Rochester,Bachelor of Arts in History and a minor in Computer Science
4994,DePaul University,Master of Science in Information Systems
4996,Florida State University,Master's Degree in Computer Science
4998,Full Sail University,Associate in Digital Media
4999,STATE UNIVERSITY,MASTER OF COMPUTER SCIENCE
5000,"University of Texas - Austin, TX",B.A. in Linguistics Minor in Computer Science
5001,"Teachers College at Columbia University, Pontificia Universidad Católica Madre y Maestra","Master's in Cognitive Studies in Education, BA in Telecommunication Engineering"
5002,"IGNOU - New Delhi, Delhi",Bachelor of Information Technology in Information Technology
5003,"University of Illinois at Chicago, National University of Defense Technology","Master of Science in Management Information Systems, Bachelor in Applied Physics"
5004,"UNIVERSITY OF MISSOURI - Kansas City, MO, R.V.R & JC College of Engineering","Master of Science in Computer Science, Bachelor of Technology in Information Technology"
5005,Jawaharlal Nehru Technological University,Bachelors in Engineering
5006,New York University,Master of Science in Computer Science
5008,Roy C Ketcham Senior High School,High school
5009,"Chubb Institute, Berkeley College","Web and Business, Supplemental Business Management"
5010,SRM UNIVERSITY,Bachelor of Technology in Electronics and Communication Engineering
5011,JNT University Hyderabad,Bachelor's in Information Technology
5012,Suburban Technical School,Technology
5013,Virginia International University,MS
5014,"UC Santa Cruz, De Anza College","Bachelor's in Computer Science, None in Computer Science"
5015,The University of Iowa,Bachelor of Fine Arts in Graphic Design
5016,"Savannah Technical Institute, South Effingham High School",Diploma in Networking Specialists
5017,Rochester Institute of Technology,B.S. in INFORMATION TECHNOLOGY
5019,The Art Institute of Pittsburgh,Media Arts & Animation
5020,"Anoka Technical College, South Central College","AAS in Web Design and Development, Commercial Art in Art"
5021,The University of Georgia,Bachelor of Sciences in Cognitive Science
5022,"Art Institute of Seattle, Galvanize","Associate in Visual Art, Certificate in Full Stack Web Development"
5023,Upland High School,
5024,Technological University,Bachelors in Engineering
5028,Mahatma Gandhi University,Bachelor of Electronics & Communication Engineering in Electronics & Communication Engineering
5030,"New York University, Hudson County School Of Technology",Certificate in Pre Press Graphic Arts
5031,Bachelor of Computer Science,Bachelor's
5034,Niles North High School,
5035,"RMK Enginerring College, Sri Durga Devi Polytechnic College","Bachelors of Technology, Diploma in Computer Technology"
5036,"CSU, Long Beach, MVN University","Master's in Computer Science, Bachelor's in Computer Science"
5037,"Texas A&M University, Cerritos College","B.S. in Computer Science, A.A. in Programming"
5038,"Foothill College, Maharshi Dayanand University",Masters in Computer Science
5040,"The School of the Art Institute of Chicago, Michigan State University, University of Michigan","Bachelor of Fine Arts in Graphic Design and Photography, Drawing and Design, Psychology, Music"
5041,"Art Institute of Portland, Lebanon Valley College","Bachelor of Arts in Interactive Media Design, Bachelor of Music in Music Recording Technology"
5042,CUNY New York City College of Technology,BA in Computer Systems Technology
5043,"School of Visual Arts - New York, NY, Molloy College","B.F.A in Computer Arts/Interactive Media, B.F.A in Liberal Arts"
5044,Full Sail University,Associates of Science in Computer Animation
5045,Pellissippi State Technical Community College,A.A.S. in Computer Science Technology
5046,JNTU,Bachelors in Computer Science
5047,Higher Scool of Economics,Bachelor's Programme in «Mathematics»
5049,"University of Redlands, Indiana University","Master of Business Administration in Finance, Bachelor of Arts in Art History"
5050,RUMSON-FAIR HAVEN HIGH SCHOOL,
5051,"Bowling Green State University, Michigan State University","Bachelor of Arts in Telecommunication, Master of Arts in Telecommunication"
5052,"Bengal Engineering & Science University, Nagarjuna Institute of Technology",BE in Electrical Eng
5053,Bachelor's,
5054,"Butler Community College, PARSONS SCHOOL OF DESIGN","Certificate of completion, Certificate of completion in FINE ARTS"
5057,Mahatma Gandhi University,Bachelor of Electronics & Communication Engineering in Electronics & Communication Engineering
5058,Some college,
5059,Sakarya University,Computer Programming
5060,Maryland Institute College of Art,Bachelor of Fine Arts in Graphic Design
5061,"Keller Graduate School of Management, DeVry University, Kaplan University","Master in Business Administration | Computer Programming, Bachelor of Science in Game and Simulation Programming, Associate of Science in Web Programming"
5062,San Francisco State University,Bachelors of Music in Piano Performance
5063,Brooklyn College,"MA in Computer and Information Science, Baccalaureate in Computer and Information Science"
5064,UNIVERSITY OF DALLAS,MASTER OF COMPUTER SCIENCE in COMPUTER SCIENCE
5066,University of Maine,
5067,Bowling Green State University,Bachelor of Arts in Political Science
5068,Ateneo de Manila University,Bachelor of Science in Management Information Systems
5069,Linköping university,Master in programming and software method
5071,State University of New York (SUNY) at Buffalo,"Bachelor of Arts in (BA), Web Design, Media Study, Master of Fine Arts in (MFA), Web Design, Media Arts Production"
5073,"ITT - Pittsburgh, PA, Indiana University of Pennsylvania - Indiana, PA","Software Applications and Programming, BS in Communications"
5074,"College of Telecommunications, Northern Illinois University","CCP in Computer Programming, Mainframe, JCL, CICS, BS in Business - Marketing"
5076,University of Memphis - Fogelman College of Business,Bachelor of Business Administration in CSM
5077,Saddleback College,Associate of Arts in Computer Science
5078,UCLA,B.S. in Physics
5079,"Art Institute of Colorado - Denver, CO",Bachelor's in Graphic and Web
5080,Punjab Technical University,Bachelor's in Computer science
5081,Henry Ford Community College,A.A.S. in Computer Information Science
5085,Guilan University,Master of Science in Computer Science
5086,Dallas Baptist University,MS in Computer Science
5087,Sacramento State University,Bachelor of Science
5089,Union County Academy for Information Technology,Diploma in Information Technology
5090,"Wyncode Academy, Urbe","Bootcamp in Web developer, Bachelor's in Electronic Engineering"
5091,AZUSA PACIFIC UNIVERSITY,"Bachelor of Arts in (B.A), Communication and Media Studies"
5093,Art Institute of Philadelphia,Bachelor's in Multimedia and Web Design
5094,"Anoka Technical College, South Central Technical College","AAS in Web Development and IT management, Commercial Art"
5097,Central University of Las Villas,"Bachelor of Science in Telecommunications and Electronic Engineering, Computer Networks and Network Administration"
5098,"Art Institute of Atlanta, Georgia Perimeter College","Graphic Design, Business management"
5099,Master's,
5100,Master's,
5103,"University at Albany, Morrisville State College","B.A. in Economics, A.A. in Business"
5104,Osmania University,"Master of Computer Applications, Bachelor of Science in Computer Sciences"
5106,"Mount Hood Community College, Pacific University","PHP/HTML5/CSS3, B.A. in Music"
5107,"Macromedia Training Center, Rhode Island School of Design",BFA in Graphic Design Program
5108,Bharathiyar University,Masters in Software Engineering
5109,"Bridgewater State College, Cape Cod Community College","Bachelor's in Computer Science, Associates in Liberal Arts"
5110,"Bharathidasan University, Mahatma Gandhi University","Master of Computer Applications in Computer Applications, Bachelor of Science"
5111,"Asian College of Technology, Cebu Institute of Technology, Ramon Duterte Memorial National High School, Kalunasan Elementary School","Bachelor of Science in Information Technology, Bachelor of Science in Computer Science, Secondary Education, Primary Education"
5113,LP3i Surabaya,Diploma 2 in Informatics Computer
5114,Madison College,Visual Communications
5116,RAI University International,Bachelor in Animation and Computer Graphics
5117,,
5118,"Design New Horizons Computer Learning Center, Platt College",Associate in Graphic Design
5119,"London Essex College, MS University","PG Diploma in IT, Bachelor in Computer Applications"
5120,Bradley University,Bachelors of Science in Multimedia
5121,"Lowestoft College, Isle College - Wisbech, Stanground College - Peterborough","HND in Informational Illustration, BTEC Graphic Design, GNVQ Intermediate Art & Design"
5122,Birla Institute of Technology - Pilani,MS in MS Software Systems
5123,Vladimir State University,Specialist in Mechatronics
5124,Christ university,Bachelor's in Computer Application
5125,Montclair State University,Computer Science
5126,"UNISA, NORTHLINK COLLEGE","diploma in web in project management, WEB DEVELOPMENT"
5127,Vatterott College,Associate's Degree in Computer Programming and Systems Analysis
5129,"C.K.P.C.E.T. in Gujarat, New York Institute of Technology","Bachelors in Electronics & Communication, Computer Science"
5130,Purdue University,Bachelor's in Computer Graphics Technology
5131,"TN Technology Center (TN's College of Applied Technology), ITT Technical Institute of Technology, International Academy of Design and Technology","Bachelor of Science in Computer Informations Technology, Bachelor of Science in Software Development Technology, Bachelor of Arts in Video Game Design and Production"
5132,"College of Science and Engineering, Université Paul Valéry","Bachelors of Biomedical Engineering in Biomedical Engineering, French Language"
5134,Brookhaven College,Associate in Web Design and Publishing
5136,High school or equivalent,
5137,"DeVry University, Valencia College, Westside Tech, Wekiva High School","Bachelor's in Computer Information Systems Security (Cyber Security), Associate in Music Production (Sound Technology), None in Electrical Wiring (OCP-B), High school"
5138,Temple University,Bachelor of Business Administration in Management Information Systems
5139,University of California Santa Cruz,Bachelor of Science in Computer Science in Programming Coursework
5140,"University of California Riverside, Bootcamp & Coding School",Bachelor of Art in History
5141,"Parsons School of Design, Saint Xavier's College","Master's in Design and Technology, Bachelor's in Information Management"
5142,Ramapo College of New Jersey,B.S. in Computer Science
5143,Bachelor's,
5144,"Denver University Coding Bootcamp, Southwestern Oklahoma State University","Certificate, Bachelor of Business Administration in Business Administration"
5145,"University of West Georgia, Kennesaw State University","PUBLIC RELATIONS, General Assembly"
5146,"Anadolu University, Sakarya University, Code School","Bachelor's Degree, Associate's Degree in Computer Programming"
5148,,
5149,Western Washington University,"Bachelor's in Computer Science, Graphic Design, Web Content Developer Certificate"
5150,FAR EASTERN UNIVERSITY - INSTITUTE OF TECHNOLOGY,BACHELOR OF SCIENCE in INFORMATION TECHNOLOGY
5151,"Colgate University, General Assembly & Per Scholas","Bachelor's in Computer Science and Mathematics, Certificate of Completion in Full Stack Web Development"
5153,Amarillo College,Associate in Coding and Design
5154,University of California,B.S. in Mathematics-Computer Science
5155,"University of Yaoundé, University of Maryland University College","Bachelor of Science in Computer Science and Information Systems, Bachelor of Science in Information Systems"
5156,"Touro College NYC, University of Tripoli","Master's in Web - Multimedia Design and Education, B.A. in Business Administration"
5157,Jawaharlal Nehru Technological University,Bachelor of technology in Computer Science and Engineering
5158,"University of St. Thomas, Makerere University","Masters in Software Engineering, Bachelor of Science in software engineering"
5160,Westminster International University in Tashkent,Bachelor's in Business Information Systems
5161,"American InterContinental University, Udemy","Master's in Information Assurance and Security, Certificate of Completion in Web Development/Full stack Developer"
5162,"University of California - San Diego, Kelley School of Business, Indiana University","Bachelor of Science in Microbiology, Executive Certificate"
5163,University of Washington,"Bachelor of Science in Informatics, Software Development and Testing: Ruby on Rails, Certificate in Android Application Development"
5164,Rowan University,B.S. in Computer Science
5165,"Northwestern University, DePaul University","Coding Bootcamp in MERN; Web Development, Bachelor's in Management Information Systems"
5166,University of Illinois at Chicago,Bachelor of Science in Biology
5167,Temple University,Natural Science
5168,Michigan State University,Bachelor of Telecommunication in Information Studies and Media
5169,Shenzhen University,B.A. in Graphic Design in Chinese
5170,All Tribes Charter,High school or equivalent
5171,University of Oregon,Bachelor's in History
5172,"Niles North High School, YWeb Career Academy",
5173,"Code Squad, Cambridge College, Resilient Coders","Certificate of Completion in Full stack web development, Year Up technical training certificate in Computer Science, Certificate of Completion in Front- end Web Developer"
5175,Brigham Young University,
5176,Utah Valley University,BS in Computer Science
5177,Burton High School,High School Diploma
5178,Western Michigan University,BA in English/Creative Writing
5179,State Engineering University of Armenia,"BA in Systems and Informatics, MS in Systems and Informatics"
5180,"University of Alabama in Huntsville, Lawson State Community College","Bachelor's in Information Systems, Associate in Computer Information Systems"
5181,New College of Florida,B.A. in Sociology
5182,East Ridge High School,diploma
5183,Portland State University,Bachelor's in Computer Science
5184,Sahuaro High School,GED
5185,Syracuse University,B.S. in Information Management and Technology
5186,"University of Baghdad, College of Engineering",
5187,Purdue University,Bachelor of Science in Computer Graphics Technology in Computer Graphics Technology
5188,"Binghamton University, Acropolis Technical Campus","Master's in Computer Science, Bachelor's in Computer Science"
5189,UNIVERSITY OF TEXAS AT DALLAS,B.S. in Computer Science
5190,Oklahoma State University-Main Campus,Bachelor's in English
5191,Kent State University,Bachelor of Science in Digital Science with Minor in Design
5192,Taras Shevchenko National University of Kyiv,Bachelor degree in Mechanics and Mathematics
5193,California University of Management and Sciences,Master's in computer information sciences
5194,"TAR UC - Kuala Lumpur, MY","Bachelor of Information Technology in Information Technology, Diploma in Information Technology in Information Technology"
5195,"University of Houston, Gujarat Technological University","Master of Science in Computer Science, Bachelor of Science in Computer Engineering"
5197,"The University of Texas at Dallas, Mumbai University","Master's in Computer Science, Bachelor's in Computer Science"
5198,"Gwinnett Technical College, Georgia Southern University, Gainesville State College","Associate of Science in Computer Programming, Bachelor of General Studies in History, Associate of Arts in Journalism"
5199,Arkansas State University - Jonesboro,Bachelor's in Physics
5200,"University of Alberta, University of Nevada - Reno, NV","Certificate in Software Product Management, Bachelor's Degree in Psychology"
5201,"New York Code + Design Academy, Symbiosis Institute of Technology","Certification in Web Development, Bachelor of Science in Computer Science"
5202,"University of Buea, Codify Academy","Bachelor of Science in General Chemistry, Autonomous Vehicle Technician/Operator"
5203,"Massachusetts Institute of Technology, Highline College","Computer Science and Engineering, Associate in Web Development, Computer Science, Mathematics"
5204,"Canisius College, University of the Sunshine Coast",Bachelor of Science in Digital Media Arts
5205,San Jose State University,Bachelor of Science in Physics
5206,Rochester Institute of Technology,Bachelor of Science in Computer Science
5207,"Brigham Young University, DevMountain","B.S. in Communication Studies, Certificate in Web Development"
5208,"Western Governors University, University of Illinois at Chicago, DePaul University","Master's Degree of Science in Interactive Media and Technology Specialist, BA in Starter League, Responsive Design"
5209,Tennessee Technological University,Bachelor's in Computer Science
5210,University of Maryland Baltimore County (UMBC),Bachelor of Science in Information Systems in Information Systems
5211,"University of Texas at Austin, School of Architecture",Bachelor of Architecture in Architecture
5212,"Rajiv Gandhi University, Bytes Computer Education Center","Bachelors of Science, Diploma in Web Developer"
5213,Walden University,B.Sc in Computer Information Systems in Internet Computing
5215,University of North Carolina Wilmington,Bachelor of Science in Computer Science
5216,"Northwestern College, Hesston College","Bachelor's in Business Administration/Marketing, Associate in Psychology"
5217,California State University - Long Beach,Bachelor of Science in Computer Science
5218,University of Arizona,Bachelor's in Marketing
5219,,
5220,American University of Science and Technology,Bachelor's in Information and Communication Technologies
5221,"PACE University- Seidenberg School of Computer Science & Information Technology, RGPV University of Madhya Pradesh","Master of Science in Computer Science, Bachelor of Engineering in Computer Science"
5222,UCLA,Bachelor's in Astrophysics
5223,Hunter College,Bachelor's in Computer Science
5224,"Kakatiya University, Atlantis University","Bachelors in Computer Science, Masters in Information Technology"
5225,"The University of Texas at Tyler, NED University of Engineering and Technology","Master's in Computer Science, Bachelor's in Computer & Information Systems Engineering"
5227,Texas A&M University - San Antonio,Bachelor's in Computer Science
5228,"New York Code+Design Academy, Purdue University",Bachelor of Science in Plant Biology
5229,"California State University - Fullerton, Gujarat Technological University","M.S. in Computer Engineering, B.S. in Computer Engineering and Science"
5230,University of Louisiana at Lafayette,Associate in Business Management
5231,Arizona State University,"B.A in Graphic Information Technology, Responsive Web Design Grader"
5232,"College of Saint Benilde, Camden County College",BA Multimedia Arts
5233,"University of Massachusetts, Dartmouth",Bachelor of Science
5234,"Parsons School of Design, Manipal University, Future London Academy","MFA in Design and Technology, B.Tech in Electronics & Communication Engineer, Ux Design"
5235,IUPUI - Indiana University,"Graduate Certificate in Human-Computer Interaction, Bachelors in Science in Web Development"
5236,Stevens Institute of Technology,M.S in Computer Science
5237,"General Assembly, New York City College of Technology","Software Engineering Immersive (SEI), Computer Science"
5238,The Art Institute of California - Los Angeles,Bachelor's of Science in design
5239,Montclair University,Bachelor of Fine Arts in Acting
5240,University of Maryland University College,Bachelor of Science in Cyber Security
5241,Colorado Technical University,"Master of Science in Information Technology in Network Management, Bachelor of Science in Information Technology in Software System Engineering, Associate of Science in Information Technology in Software System Engineering"
5242,Boise State University,BS in Computer Science: Games/Interactive Media/Mobile Technology
5243,Montclair University,Bachelor of Science in Information Technology
5244,"Georgia Institute of Technology, Northeastern University","Masters of Science in Electrical Engineering, Bachelor of Science in Electrical Engineering"
5245,"University of Sunderland, National College Emil","BSc Hons in Computer Forensics and Ethical Hacking, A-levels in Anatomy"
5246,"University of Central Arkansas, Arkansas State University Mountain Home","Bachelor of Business Administration in Marketing, Associate of Arts"
5247,Jawaharlal Nehru Technological University,"Master of Science, Bachelor of Technology"
5248,Hardin Simmons University,Bachelor's Degree
5249,Xavier University,Bachelor of Science in Responsive Design
5250,Richard T Crane,Some high school
5251,Villanova University,Bachelor of Science
5252,Pikes Peak Community College,"Associate in Multimedia Graphic Design, Focus on Web Development"
5253,University of Arizona,Computer Science
5254,NYU Tandon School of Engineering,Bachelor of Science in Computer Engineering
5255,UNCG,Bachelor's
5256,University of South Africa,Bachelor's of Information Technology in Information Technology
5257,"University of Bridgeport, JNTU University","Masters in Electrical Engineering, Bachelors in Electronic and Communication Engineering"
5259,Home Based,High school or equivalent
5260,Kwame Nkrumah University of Science and Technology,Bachelor's in Computer Science
5261,"Florida Atlantic University, Palm Beach State College","Bachelor's Degree in Computer Science, Associate in Arts in Computer Science"
5262,"Tech Talent South, Ashworth College","Code Immersion in HTML, CSS, JavaScript, jQuery, Deployment, Domain Modeling, APIs, Databases, Boostrap, Model Associations, Git, GitHub, Ruby Gems, Computer Service and Repair in Assembly and set up of different brands of computers, basic computer networking and operations"
5263,University of Buea,Bachelor's in Computer Engineering
5264,Kent State University,Bachelor's Degree
5265,FULL SAIL UNIVERSITY,DIGITAL ARTS & DESIGN
5266,Code Academy,Service-Oriented Architecture and mobile Web Development
5267,"University Of the Cumberlands, University Of East London","Masters of Science in Information System Security, Bachelors of Science in Technology and E-Commerce"
5268,"University of Florida, App Academy FullStack Bootcamp",Bachelor's in Political Science
5269,CSUMB,Bachelor in Computer Science
5270,"Chitkara School of Engineering and Technology, A.V.N public sr. secondary school, Carmel convent sr. secondary school","B.E. in CSE, Class XII, Class X"
5271,"San Francisco State University, Northwestern Polytechnic University, Azad University","Master of Science in Computer Engineering, Master of Science in Computer Science, Bachelor of Science in Mechanical Engineering"
5272,"SUNY Binghamton, VJTI, Mumbai University, Mumbai University","MS Computer Science, MCA"
5273,"University of Central Missouri, Satyam Learning Campus Institute of Engineering and Technology","Master of Science in Computer Science, Bachelors of Technology in Computer Science"
5274,UNIVERSITY OF ASIA AND THE PACIFIC,B.S in Information Technology
5275,"UNIVERSITY OF SOUTHERN CALIFORNIA, BEIJING UNIVERSITY OF POSTS AND TELECOMMUNICATIONS","MASTER OF COMPUTER SCIENCE in DATA INFORMATICS, BACHELOR OF SCIENCE in COMPUTER SCIENCE"
5276,Hunter College,Bachelor's in Computer Science
5277,Arizona State University,Bachelor of Science in Technical Communication in UX
5278,CSU Channel Islands,Bachelor's in Business
5279,"Northeastern University, Acharya Nagarjuna University","Masters in International, BS in Computer Science"
5281,California Polytechnic State University - San Luis Obispo,Bachelor of Science in Electrical Engineering
