person_id,ability
4887,"Configured development environments, Managed SSL certificates, Resolved website security vulnerabilities, Created and managed repositories, Managed user access permissions, Managed website deployments, Created interactive visual aids, Migrated and managed website, Created single page web application, Created themes for CMS, Coded HTML emails, Managed content on proprietary CMS, Advised on grid based layout, Collaborated with backend developers, Created Drupal theme templates, Analyzed UI implementation, Resolved UI display inconsistencies, Provided maintenance and features, Utilized version control, Worked with QA, Analyzed website specs/wireframes/mockups, Collaborated with graphic designers and producers, Used Photoshop to slice and optimize graphics, Created websites in HTML, CSS, and JavaScript, Performed website maintenance, Worked with QA group, Updated global navigation HTML and CSS, Utilized IE PNG Fix script, Utilized jQuery library, Created HTML templates for JSP development, Updated static assets, Updated HTML code in JSP files, Built custom templates for blog, Integrated custom templates with Typepad's tagging methods, Utilized ASP Classic, Created templates in HTML and CSS, Integrated existing code into new templates, Created templates for site landing pages, Utilized XML and AJAX, Used cookies to track state, Created wrapper template to encapsulate legacy pages"
4888,"Web and graphic design, Intuitive user interfaces, Custom WordPress themes and functionality, Motion graphics, Digital marketing assets, Water garden design and construction"
4889,"Front end, website management, website development, detail-oriented, programming languages, troubleshoot, work with clients, solve problems, find solutions, work with team, exceed customer expectations"
4890,"Effort estimation, Planning, Resource Loading, Defining Timelines, Change Management, Angular.js Development, JQuery Mobile, Responsive Design, RESTful Web Services, JavaScript Libraries, AJAX, JSON, Agile Methodology, Claims Module Development, Mobile App Development, ASP.Net, C#.Net, Architectural Design, Documentation"
4891,"Front End Developer, Designer, Wordpress, PHP, jQuery, HTML, CSS, Photoshop, Illustrator, Sketch, Git"
4892,"Software Development, Project Management, Communication Skills, Responsive web design, Zoho cloud database reporting, Website design and development, Web/Cloud database development, Website content management, Domain and hosting management, Website CMS setup and customization, Web application integration, Web server administration and maintenance, Intranet and CMS setup, Email and virtual mail setup, Database design and programming, IT consultancy and troubleshooting, Website marketing"
4893,"Front-end Developer, HTML5, CSS3, MySQL, PHP, jQuery, WordPress, Codeigniter, Mobile/Responsive, Project Management, Wireframing"
4894,"Results-driven, Specialization in front-end JavaScript frameworks, Responsive design, Application architecture, Passionate about emerging technology and trends, Agile/SCRUM development, Unit and integration testing, Iterative development, Server-side JS and RESTful APIs, Translate static designs into responsive webpages, Exceeded sales goals, Recognized for exceptional service and sales"
4895,"Web-based software engineer, Architecting, developing, deploying, and maintaining web-based business and consumer applications, Excellent communication skills, Artistically driven with a keen eye for layout, Extensive knowledge of HTML, CSS2/3, JavaScript, LESS, LAMP, Wordpress and Git, Experience developing web applications in jQuery, Backbone and RequireJS, Thorough grasp of cross-platform cross-browser compatibility issues and code optimization, Strong personal skills including focused listening, logical thinking, and working in a high-pressure team-oriented environment, Rapidly adapting to new technologies, standards, and ideas"
4896,"Lead Front-End Developer, Node Driven Platforms and Libraries, Front-End Development Frameworks, Agile Environment, Development Life Cycles, Front and Back-End Technologies"
4897,"Front End Developer, 20+ years' experience as a Developer and Designer, Well versed in the most popular CRM platforms, Experienced at conceiving plans and putting projects into motion, Building state-of-the-art, easy to use, user-friendly websites and applications, Actively seek out new technologies and stay up-to-date on industry trends and advancements, Focus on taking web presence to the next level, Google AdWords to website optimization, Web marketing strategy, Authorized to work in the US for any employer"
4898,"Front End Development, Web Development, Web Design, Content Management, Microsoft Office, Adobe Creative Suite, Sitecore, AEM, QuarkXpress, QuickTime VR, Lotus Notes, Constant Contact, Enfinity 6"
4899,"Front End Web Development, Wordpress, Magento, Shopify, HTML, CSS, Sass, JavaScript, jQuery, PHP, Photoshop, Illustrator, Git, Jira, Asana, Agile, Web Design, E-commerce, CMS, SEO"
4900,"Front-end development, Web design, CMS development and design, UI/UX wireframing, Razor integration, Kentico CMS custom modules & web parts development, Web applications Development, Coldfusion development, Email marketing design and management, Mobile web development, Foreclosure case management web application development, Legal Foreclosure Defense Document generation, Foreclosure case management Scorecard reports application development, Data integration with Client Profiles / Lexis Nexus legal case management software, Corporate website and sales force CRM web lead generation integration, Web Parts, Workflow, and CSS and XHTML portal development in MOSS / SharePoint environment, ColdFusion development using CFCs, UDFs, and Fusebox Framework, Marketing Analytic tools installation and administration, Web Forms Interface design and input validation, Content Management System implementation, design, and development, Portal Information architecture development in J2EE/ BEA Weblogic Studio, Customization of Content Management Server JavaBeans for Vignette Content Management Application, Jewelry Network website redesign in Magento/PHP, Windows 2000 webserver administration, Client work for British Airways and Metlife.com accounts, Network Administration, FoxPro Dtabase Programming and administration"
4901,"Developing high-quality user experiences, Rich, responsive UI, Semantic markup, CSS, Modern JavaScript, Highly-designed, mobile-optimized, CMS-driven sites, Accessibility solutions, Collaborative team work, Onboarding documentation, WCAG 2.0 AA compliance, Flexible Razor view templates, Scalable email marketing, Custom utility classes, Extending base classes, Observing design patterns, Presenting technical topics, Establishing optimal user experiences, Responsive websites, Increased interoffice communication, Productivity and morale, Kentico CMS integration, Mobile and web UI development, SQL database design, Unit testing, QA, Stored procedures and functions, C# code rewriting, Print-based marketing websites"
4902,"Design and Development of User Interface, Web based applications, Banking, Healthcare Domains, JavaScript framework, JQuery, AJAX, CSS3, HTML5, Angular.JS, Node.JS, React.JS, Backbone.JS, Bootstrap.JS, Ext.JS, User experience, Product development lifecycle, Responsive Web design, WSDL, SOAP, jQuery library, Eclipse, Sublime text, Adobe Photoshop, Adobe Dreamweaver, RDBMS design, Normalization techniques, SQL, PL/SQL, Stored Procedures, Functions, Packages, Triggers, Software developments IDE's, Eclipse, My Eclipse, Web development life cycle, Analytical skills, Team player, Leadership qualities, Communication skills"
4903,"HTML5 Extraordinaire, Integrating design with code, WordPress, Joomla, Drupal, and hand coding from scratch, HubSpot Design Certified, Front-end & Back-end web development, Responsive design, Mobile app development with HTML5, Agile Methodology, Git/GitHub, Command line tools, Adobe Master Collection CS6"
4904,"DOM Manipulation, Subversion, SVN, JavaScript, Git, Angular, Functional Programming in JavaScript, Modern design patterns in javascript, Responsive Web Design, Data Structures in JavaScript, Object Oriented Programming in JavaScript, SASS, NodeJS, Debugging & Testing, TypeScript, ES6 Coding Standards"
4905,"Web Applications Design and Development, MEAN stack, Angular factory, service, custom directives, custom filters, controllers, single page applications (SPAs) and MVC and data binding, Building single-page applications (SPAs) using different JavaScript frameworks, Angular 2 features like directives, dependency injection, modules and routing, MVC framework and AJAX, JSON and XML for event-driven applications, Responsive Web Design (RWD) for different types of Devices, CSS principles for managing scalable, maintainable, and cross-browser compatible code, NPM and bower for projects and set grunt tasks under Node.js environment, ExtJS technologies and development tasks, Software Development Life Cycle process, Database MySQL and MS SQL SERVER, ECMA Script 6 features, Babel, ReactJSX presets, web pack with ES2015, React JS and React Flux architecture, React working with redux architecture, SASS scripting language for CSS interpretation and compiling, Grunt and Gulp automation tool for configuring tasks, Unit test cases like Jasmine, Karma and E2E test cases using Protractor, Safari or Chrome web inspectors, AGILE Development, scrum and waterfall Methodologies, Multiple IDEs and Text Editors like Sublime and Eclipse, GitHub, SVN and CVS version control system, JSON and AJAX to link with back- end applications, New software tools and changing environment for designing the user interfaces"
4906,"AngularJS, Javascript, Sass, UI, USER INTERFACE"
4907,"Developing and designing Web based applications, Developing Web pages using HTML5, CSS3, JQuery, JavaScript, DOM, Angular, AJAX and JSON, Developing responsive front-end using Bootstrap, Developing Client Side Validation techniques using Jquery, Developing with PHP, Proficient in PHP, CakePHP, MySQL, Smarty Templating Engine, JQuery, PowerPoint, Flash, Json, Imagemagick, CSS3, C#, .NET, JavaScript, Bitbucket/GIT, Hand-coding & Dreamweaver, Adobe Photoshop, Sass, Google Analytics, Excel, SQL Server, PayPal Shopping Cart, XAMPP, XML / XSL, Laravel, Angular, HTML/XHTML/HTML5, ffmpeg, Ajax, Wordpress + plug-ins, Bootstrap"
4908,"Analysis, Design, Development, Maintenance, UI Design, Integration, User Acceptance, Web Scripts, Bug Analysis, Team Collaboration, Project Life Cycle, User Requirements Analysis, Design Specification Review, Testing, Implementation"
4909,"Java, Collection, Multithreading, Applets and Swing, Angular, UI, HTML, Bootstrape, json, Ajax, Dojo, CSS, java script, jquery, Apache tomcat Server, IBM Web Sphere server, pramati server, Bea Weblogic server, HTML, XML, CSS, DHTML, AJAX, ANT, Java Script, Design Patterns, SOAP, Struts, Hibernate, Spring, AWS, Ruby On Rails, Jenkins, BDD, GUI, Apache Cordova"
4910,"Build custom Shopify themes, Create front-end code matching designs, Write Ruby scripts for promotions, Contribute to React components, Set up eCommerce tools, Improve site speed and accessibility, Create wireframes and user interfaces, Build front-end prototypes, Integrate front-end features"
4911,"Investigations, Operations, Security, Communication, Programming, Web Development, Tutoring"
4912,"Excellent computer skills, Well organized, Accurate, Strong math skills, Customer support experience"
4913,"Scholarship Events, Candidate Outreach, Application Review, Candidate Nomination, Online Learning Management System, Event Planning Website, Critical Path Schedule Communication, Data Transfers, Device Imaging and Deployment, Peripheral Configuration, HTML/CSS/JavaScript, Website Transition, Branding and Design, Website Testing and Documentation"
4914,"Coding, Debugging, JavaScript, Database Knowledge, NodeJs, PHP, ASP.NET - MVC, Java, Ruby on rails, C++, ReactJs, AngularJs"
4915,"Front-end developing in AngularJS with Bootstrap, UI designing, Development and installation of different modules, Developing User Interface (UI) applications and professional web applications using AngularJS, Bootstrap, JavaScript, HTML5, CSS3, Developing Responsive web applications with HTML5/CSS3/Bootstrap, Developing Restful APIs using NodeJS Express Framework, Developing Single Page Applications (SPA) using AngularJS, Working with CSS Background, CSS Layouts, CSS positioning, CSS text, CSS border, CSS margin, CSS padding, CSS table, Pseudo classes, Pseudo elements and CSS behaviors in CSS, Front-end development with back-end system integration, Bug tracking using JIRA, Client Side designing and validations using HTML and JavaScript, Website testing with the given requirement by client manually as well as on QA, Migration to convert large excel sheets data to software to reduce mistakes done by employees, Operating JetBrains Webstrom, My SQL Workbench, Microsoft Visio 2013, Bilingual language skills, Planning events and coordinating with different departments, Working effectively as a team member as well as individually, Excellent communication and Inter-Personal Skills, well organized, goal oriented"
4916,"architecture and full stack development, design and production of full solutions and interfaces, project management of analysis, development, optimization, and quality control, mockups, screenshots, and proofs-of-concept, hybrid mobile applications development, PCI-compliant payment and checkout system, API endpoints using npm/Node.js, Ionic Framework and AngularJS, database functionality using MongoDb and MySQL platforms, customer loyalty certification program development, QA practices implementation, emerging technologies research and integration"
4917,"Modern web development technologies and practices, HTML5, SASS/SCSS/CSS3, JS, jQuery, Git, and Agile"
4918,"Front-End Web Development, Web Design, ReactJS, Material-UI, Ruby, Git, GitHub & Bitbucket, PHP, SQL, Semantic-UI, Agile Scrum, Customer Service, Loss Prevention, Inventory Management, Cash Handling, Event Coordination, Event Setup and Takedown, Event Supervision"
4919,"Recent graduate with a degree in Computer Science, Pursuing a Master's in Software Development, Team-focused professional, Aptitude for innovation, Thriving in fast-paced environments, Self-motivated and personable, Quick learner, Create functional and elegant systems, Contribute to goals and success of organization, Fluent in English and Arabic, Volunteer experience"
4920,"Building responsive websites, Working with Bootstrap 3,4, Content Entry with HTML5 and CSS3, Working with less/sass and GULP, Using javascript for dynamic pages, Working with Confluence, Git and SmartGit, Designing front-end forms and layouts, Using the Angular 2,4,5 and React framework, Using node servers to test out forms, Learning Agile methodology and working in teams, Building out custom APIs and working with json formatting, Working with react hooks and lifestyle components, RESTful and Microservices architectures, JavaScript frameworks and tools specifically React and Angular, Implementing complex/ dynamic web user interfaces with HTML, CSS, Javascript/Typescript, Asynchronous request handling, partial page updates, and AJAX, Using code versioning tools, such as Git, Bitbucket, Interface design, Independent problem solver, Strong interpersonal and communication skills"
4921,"Real Estate, In-Depth knowledge of social media platforms, Proficient in multiple programming languages, Proficient in Microsoft Office, Property Management, Marketing, Accounting, Yardi, Accounts Payable, Management, Customer Service, Word, Excel"
4922,"Packaging, Shipping, Mentor, Printers, Technical Support, Database, Networking, Security, Business Management, Merchandising, Inventory, Cash Handling, Javascript, HTML, Linux, Cloud Formation, Cloud Automation, App Development, Block Storage, Computing, Network, Database, Cloud Security, AWS Networking, Cloud Security, Public Cloud"
4923,"Around 4 years of overall IT experience in software development and maintenance, 3 years of experience in software development in Core Java and J2EE, Javascript, CSS, AngularJS, Experience in web design technologies, such as JSP, Servlets, HTML 5, JavaScript, AngularJS, ReactJS, CSS and JDBC, 2 years of experience in doing minor enhancements and bug fixes to legacy applications-built COBOL, JCL and VSAM Files, DB2 for Batch Application written in Mainframe System, Sound experience in working with Object Oriented design, MVC Architecture, Spring and successful implementation of the same, Solid understanding of Object-Oriented Programming (OOP) concepts, Familiar with Software Development Life Cycle (SDLC), Experience in Core Java concepts, Extensive working experience in Healthcare Domain, Experience in Java IDE Eclipse, Experience in various databases, such as Oracle, MS SQL Server 2008 and MySQL 5.5, Experience in writing moderately complex queries using SQL, Ability to perform at a high level, meet deadlines with quality delivery, adaptable to ever changing priorities, Have great motivation to learn new skills/technologies, excellent analytical/problem-solving skills, fast-learner, resourceful, committed, hard-worker, and self-initiative"
4924,"Hands on and quick learning software engineer, Designing and developing responsive feature rich web applications, Deep understanding of the React component lifecycle, State, and props, Building SPA (single page application) using React Router, Using React and Redux to separate data and presentation layer, Handling, configuration and administration of databases, Implementing the Node.js with Express framework server-side code, Working with common front-end development tools, Knowledge and experience in working with Sass/LESS and modern techniques, Utilizing Bootstrap, Material UI with reusable components, UI designing with CSS3, font-awesome icons, SVG Sprites, Infinite-Scroll, Lazy Loading, Extensive experience with JavaScript (ES5/ES6), Proficient in HTML5 features, Experience working with AJAX, Proficient in JavaScript and Java, competent in Python, C++, C, Extensive experience of developing with Android Studio, Knowledge and experience in cloud computing and AWS, and GCP, Experience with JIRA for bug tracking, Scrum/ Agile areas of expertise, Designing web applications and web contents utilizing various Search Engine Optimization (SEO) techniques, Worked on multiple operating systems and develop tools, Extensive knowledge with Game Theory and Machine Learning"
4925,"Versatile front end developer, Designing, developing and managing complex e-commerce sites, Creating well-executed, clean code, Providing consistent customer satisfaction, Migrating large-scale e-commerce website from JS/HTML to React, Ensuring pixel-perfect parity between legacy and new React site, Collaborating remotely with cross-functional teams, Implementing proprietary CMS, Auditing and restructuring taproom procedures, Scheduling, planning, and promoting brewery events, Fostering a culture of customer priority, Personally merchandising and managing products, Leading effort to expand shipping capabilities to international market"
4926,Front End Developer
4927,"Front-end Developer, Digital Marketing Manager, Front-end Developer/Engineer"
4928,"Designing, Iteratively creating, Connecting, Designing and creating, Readjusting priority, Onboarding, Assisting, Conducting, Creation, Architecture, Creating and managing, Designing, Developing, Hosting, Coordinating, Leading, Handling, Debugging"
4929,"Front-End Developer, Contractor, React.JS, Blockchain Enthusiast, Data Visualization, Responsive SPA, Agile, TDD, Continuous Integration, Continuous Deployment, Reusable Components, Redux, Middleware, RESTful API, Unit Testing, Minification, Version Control, Responsive UI, Angular JS 4, Node.js, Jira, Prototype Development, Technical Issue Resolution, Team Mentoring, Jasmine Unit Tests, Karma, GitHub, CSS Design Techniques, Middleware Design Patterns"
4930,"HTML, JavaScript, Bootstrap, PHP, CSS, UI, Front End, React, Angular, HTML5, CSS3, Node, jQuery, User Interface, AngularJS, Swift, CSS Preprocessors, Leadership, Influential, Project Manager, Singer, Producer, Dancer, Team Builder, Strong People Skills, Actress, Problem Solving, Customer Service, Wordpress, MAMP & LAMP Stack, Sublime Text, Cyberduck"
4931,"Web and app developer, Digital Producer at Atlanta Magazine, Passion for web development and app development"
4932,"Front-End Freelance Engineer, Designed unique UI experiences, Manages content, SEO and hosting for clients, Sales expertise, Logistics, Python, Spreadsheet development, Database entry, Collaborated with clients to plan event menus, budgets, and venues, Assisted in conducting walk-throughs of event areas to perform final inspections with customers and verify satisfaction of arrangements and provisions, Implemented raw design images into web compliant XHTML and CSS templates, Used programming capabilities in PHP, SQL and JavaScript and other libraries as needed, Assisted with the development of dynamic, enterprise-class websites for desktop, Shadowed Dr.Christopher Jarret, while sitting in on 30 orthopedic surgeries, Utilized medical software, including robotic surgery software, and three-dimensional virtual surgery software"
4933,"Motivated, Dedicated, Web Development, Full Stack, US Navy Veteran, Developing programs, Authorized to work in the US, Web RTC, Twilio.js, freePBX, Dialogflow, Shareable links, Unique user account pages, Progressive web app, Tensorflow, Scripted actions, SMS contact, CSV processing, Social engagement, SEO, React, Angular, Java, REST, MySQL, jQuery, Critical Thinking, Data Analysis, Problem Solving, Search Engine Optimization"
4934,".NET, C#, JavaScript, Node.JS, HTML5, Java, jQuery, MySQL, Allen Bradley, PLC, Selenium, Frameworks"
4935,"Webmaster, Tutor, Software Developer, Full Stack Web Developer, Front End Web Developer"
4936,"Front-End, React, Front End, Angular, HTML5, CSS3, JavaScript, jQuery, AJAX, JSON, RESTful Web Services, MongoDB, Express, Node.js, Angular 2/4/6, Typescript, Bootstrap, D3.js, Karma, Jasmine, Git, Agile"
4937,"User Interface, HTML5, Javascript, CSS3, MySQL"
4938,"Software Programming, Graphics Programming, 3D Modeling, Technical Writing, 3D Drafting, Customer Service, Commercial Estimating"
4939,"Self-taught security focused developer, Systems administrator, Authorized to work in the US for any employer"
4940,"Communicate effectively, Run gas station, Operate and maneuver company distribution network and web application, Serve as cashier, Lead outside cart employees, Experience with sales department and stocking/loading merchandise, Maintained employee files and related record keeping, Conducted and participated in employee meetings, Incorporated corporate yoga sessions into employee benefits, Partnered with HR Director to devise benefits packet for US expansion, Presented a case involving employee conflict due to generation gaps, Provided consulting and final suggestions to refocus recruiting efforts and boost employee engagement, Co-developed a concept to develop more efficient roads, Performed market analysis on revenue streams and profit margins, Conducted research, established customer & competitor profiles, and analysed available market size"
4941,"Flexible, Database management, Problem Solving (Algorithm), Quick assimilation of legacy code, Agile Software Development Methodology, Dedicated team player"
4942,"Teamwork, Communication, Independent Work, Knowledge Sharing, Client Interaction, Attention to Detail, Strategic Planning, Testing Practices, Forward-Thinking, Custom Software Design, Front-end Development, Back-end Integration, REST APIs, OOP, SOA, Information Security"
4943,"Web Design and Development, Personnel Management, Database restructure and maintenance, Materials Management, Production and Maintenance, Problem Solving, Process Improvement"
4944,"UI design, JavaScript development, Web development, Mobile development, Project management, Scrum, Adobe XD, (P)React, React Native, FeathersJS, Google Firebase, Sass, Next.js, WordPress, Google Analytics, Zeit Now, Adobe Experience Manager, Graphic design, Content creation"
4945,"Front End, Javascript, Front-End, CSS3, Wordpress, HTML5, Computer and Machine Language Programming (WordPress, Python, Linux, JavaScript, C++), Computer Networking, Software Security, Project Management"
4946,"Implement React 16.8 with React Hooks, Build database and API's, Setup CI/CD, Build web scraper, Configure Webpack and Jest, Utilize Webpack SASS loader, Project Management, Task Delegation, Setup Dockerfile, Configure Nginx, Coordinate with COO, Analyze business reports, Architect SaaS, Develop new initiatives, Formulate business strategies, Design inventory management system, Develop authentication and authorization, Build web scrapers, Architect payment gateway, Integrate payment gateway, Develop web3 communication micro-service, Build new front-end features, Design Ansible playbooks, Provision environments, Integrate eWallet, Run manual tests, Build automation, Build Chrome extension, Build web scraper for CRM, Participate in Appathon, Modify front-end code, Develop Volusion-QuickBooks integration, Coach learners, Provide AMA's, Develop and coordinate new projects, Contribute to LOS refactoring"
4947,"Data Science, Data Analytics, Data Visualization, Machine Learning, SQL, Python, R, Tableau, Power BI, Looker, Snowflake, Google Analytics, Web Development, Front-end Development"
4948,"Passionate individual, Detailed code, Problem solving, Multiple websites, Mobile applications, Successful projects, HTML, CSS, Javascript, ES6, ReactJS, Python, Self-starter, Attention to detail, Resourceful, HTML, CSS, Javascript, Countdown, Carousel, Secure website, Fundraising, Quiz applications, Clocks, Timers, Stopwatches, Games, Webcrawler, To Do list"
4949,"C#, JavaScript, JQuery, Ajax, Bootstrap, HTML, HTML5, CSS, CSS3, Chart.js, AngularJS, Law"
4950,"Build back-end application, Test frontend and backend modules, Handle database integration, Use data types and object-oriented concepts, Debug and troubleshoot programming issues, Create front-end website, Deploy Python project, Develop Vue templates/components, Fix media query and front-end bugs, Participate in code optimization and performance discussions, Consult on marketing communication strategy, Organize experiential marketing campaigns"
4951,"Web development, Front-end development, Programming languages, Database management, Frameworks and tools, Design and visual merchandising, Inventory management, Teamwork and problem-solving"
4952,"Pioneer new, advanced, after-school curriculum, Mentor and guide 50+ students weekly, Coordinate training for other teachers, Spearhead rapidly growing, year-round program, Educate and mentor 300+ adult computer science novices, Lead instructors in supplementing technical presentations, Leading as a remote front-end expert, Strengthen team competency with modern front-end methodologies and tools, Introduced and implemented javascript solutions, Upgrade MapQuest site and products from Angular to Angular 2.0, Led redesign of primary news and media website, Improved team skill set in CSS preprocessing using BEM and javascript optimization, Spearheaded training in front-end techniques, BDD / TDD, and CI methodologies, Oversaw teaching of advanced JavaScript topics, Collaborated with design and marketing teams to create new approach to structuring and organizing CSS"
4953,"5+ years of experience working as a Frontend developer, Experience in building complex websites and web-based application, Experienced in building responsive web-design with Bootstrap and implementing mobile-first design principle, Knowledgeable in web technologies and standards to deliver the best experiences across web and mobile devices, Conversant with Software Development Life Cycle (SDLC) and worked on various projects in Agile Development process, Handled applications using HTML5, CSS3, SASS, LESS, Bootstrap, JavaScript, and jQuery, JSON, Angular2+, Express.js and Node.js, Experienced in development of REST based applications, Experienced in developing web-based applications using SAPUI5, OpenUI5, OData, Typescript and JavaScript, Skillful in using Model View Control (MVC) architecture in various frameworks, Proficient in using AJAX for implementing dynamic Web Pages where the content was fetched via API calls and updated the DOM (JSON Parsing), Worked with various version control systems - GIT and Gerrit, Proficient on working with Dev Tools to improve stability and performance of the application and the web page and debugging"
4954,"Front End Web Development, UX Design, Wireframing, Website Layout, Social Media Management, MailChimp, Team Collaboration, Equipment Procurement, Performance Arrangements, Event Organization, Software Instruction, Grading, Troubleshooting, Art Development, Team Leadership, Industry Consultation"
4955,"Front End, Front End Developer"
4956,"User-focused product person, 5+ years of experience driving strategic efforts, Background in journalism and technology, Storytelling, research and question asking, Authorized to work in the US for any employer"
4957,"Innovative and creative team player, Synthesizing voice-of-customer into web applications, Spearheaded SEO of first generation website, Doubled unique viewers and more than doubled sales"
4958,"Self-motivated, Bilingual, Full Stack Web Developer, Combining Creativity and Problem Solving, Developing User-friendly Applications, Determining Web Page Structure and Design, Developing Features to Enhance User Experience, Building Reusable Code"
4959,"Front end developer, Pixel perfect, Cross-browser, Mobile optimized, HTML 4/5, CSS2/3, Less CSS, JavaScript, jQuery, AJAX, JSON, Twitter's Bootstrap3, Foundation, Debugging skills, Cross browser issues, Fast-paced environment, Multiple projects, Clean code, Semantic code, Accessible code, Mobile First responsive design, HTML5 frameworks, jQuery Mobile, Twitter's Bootstrap, AngularJS, Agile, Scrum, SDLC, Business specifications, User requirements, Code review, Documentation, Onsite Coordinator, Team Member, Client interaction, Project conception, Initiation, Planning, Execution, Launch"
4960,"Full Stack Developer, Front End Developer, Back End Developer, Experienced Software Engineer, Full Stack Software Developer, Energetic, Goal Oriented, Enthusiastic, Analytical skills, Team player, Individual contributor, Enhance knowledge, Learn Continuously, Execute quickly, Quality impact, Challenges active, Learn new things"
4961,"Front-end Web Development, UI/UX Development, Web Application Development, Responsive Web Design, Accessibility, Agile/Scrum, Kanban, TDD, REST API Integration, MVC Design Pattern, Component-based Frameworks, UX Templates and Patterns, SDLC Experience, Styling and Grid Frameworks, Angular, React, Vue.js, Animations and State Management"
4962,"CONTENT MANAGEMENT, FORM DESIGN, HTML, JAVASCRIPT, SVN, FRONT END DEVELOPMENT, PROJECT MANAGEMENT, GRAPHIC DESIGN"
4963,"Front End Developer, Web Developer"
4964,"Create marketing campaigns, Manage email templates, Update and manage Wordpress, Organize projects and stories, Create wireframes, UI/UX design, Convert wireframes to code, Responsive design, Manage website, Boost traffic and sales, Provide customer service"
4965,"Designed Interactive GUIs, Extensively used JDBC APIs, Re-architected and enhanced Angular.JS application, Developed Angular.JS workflow manager, Leveraged Angular resources for data access, Developed data insertion forms and validated them, Developed single page web application, Wrote and implemented JavaScript, AJAX and JQuery, Designed dynamic client-side JavaScript codes, Developed multi-user web application, Developed web pages using HTML/CSS and Javascript, Used React.JS for creating reusable UI components, Created Node.JS middleware application server, Developed internal application using Angular.JS and Node.JS, Used JavaScript for developing UI Components, Designed and modified User Interfaces, Created various UI components using HTML, and Javascript, Used Agile methodology, Expertise in Objective-C, Cocoa Touch and Cocoa framework, Developed interactive dashboards, Used Complex data structures in collections Framework, Designed, developed and tested Store management application, Designed and developed web applications and interfaces using Ruby on Rails and AJAX, Used MySQL/PHP Programming and Zend Framework, Expertise in designing and developing applications using Java, J2EE Technologies, Experience in working with different operating systems"
4966,"AJAX, CSS, JavaScript, JQuery, UI"
4967,"Web applications development, UI and UX, Project analysis, Client and resource management, Client-side coding, Angular 4+, Marionette, Backbone, React, Handlebars, JavaScript/ECMAScript, CSS3, HTML5, Internet programming, Template integration, JSP, Ruby on Rails, ColdFusion, ASP/ASP.NET, XML, AJAX, Rapid acquisition of new skills, Broad understanding of various information technologies, MS SQL, TCP/IP, Ruby, Java, Principles and aesthetics of visual design, Graphics, Page design, Typography"
4968,"Web Design, Website Design, HTML Certified"
4969,"Recreate company website from the ground up, Build clean and re-useable React components, Create Mobile iOS application with Swift, Ensure development team creates self-organizing team, Establish strong communication"
4970,"self-taught programmer, fondness for Javascript, 6 years of professional experience, creative design, rewrote frontend toolset, created next-gen product, automated quality assurance, maintained Backbone.Marionette apps, maintained PHP codebase, rewrote marketing pages, built JSON API, integrated with Google Places API and Cloudinary, screened and onboarded frontend candidates, maintained Beatport codebase, introduced PHPUnit, automated front-end asset pipelines, improved Javascript architecture, prepared for PHP7"
4971,"Front-end Web Developer, CSS, HTML5, Started as UI developer at CD Baby, then moved into a position as a UI Web accessibility and web developer in the HostBaby sub-company, Develop website templates, upgrade and create content management tools, quickly respond to bugs in the legacy code-base, and launch new web services, Led initiatives to upgrade all of our products' interfaces to maximum accessibility -- for users with motor and visual impairments, Started out at EA as a Flash (Flex, AS3) developer on SimsCarnival.com, Developed a web-based Flash (Flex, AS3) game called SimSocial as a promotion for the upcoming"
4972,"Web Designing, User Interface Development, Web Technologies, Enterprise JAVA/J2EE applications, JavaScript Framework Dojo1.8 and jQuery 2.x, REST APIs, Responsive Web Design (RWD), Version Control Systems, Quick in understanding new technologies"
4973,"Front End Development, Web Development, Angular.js, Node.js, Express.js, C#, ASP.NET MVC, SQL, NoSQL, Customer Relations, Agile Environment"
4974,"Website Design, Website Development, Mobile Website Design, Mobile Website Development, Blogs, Custom Forms, Intranet, Online Sweepstakes, Video Editing, E-mail Newsletters, Employee Samples Portal, Company Portal, Web 2.0 Techniques, Content Layouts, AutoReplies, Forums, Shopping Carts, Interactive PDFs"
4975,"Front End Web Development, Problem Solving, Deadline-driven Environment, Web Page Creation, Adaptive Web Design, Dynamic Rate Table, Agile Pod Team, New Technology Learning, Interactive Databases, Social Media Administration, Analytics Reporting, Email Blast Design, Software Training, Cross-department Collaboration, Website Redesign, Tweet/Instagram Aggregation"
4976,"Developed front-end solutions, Managed and development for clients dynamic sites, Created mockups, wireframes, graphics and final templates, Integrated final templates into the java based dotCMS Content Management System, Worked closely with clients to narrow down their requirements and assist with content creation, Developed internal product demo application, Front End with bootstrap framework and Back End development and demo sites for dotCMS, Dynamic data pull and custom applications, Dynamic forms using AngularJS and Bootstrap Form Basics and dojo, Managed Clients: HCA, Health One, Baptist Healthcare, Studer Group, City of Miami Beach, Clozapine Registry, CoreNet Global, Daily Business Review, Florida Bar Business Law, Majestic Properties, Bucknell University, Taylor University, College of Saint Elizabeth, Marywood University, Pittsburg State University, SUNY Cortland, University of Texas, University of Akron, Colorado State University, Precisely converting Photoshop files into code using modern front end developer tools, Integrating front end code into template driven CMS system, Strong HTML5 and CSS3 hand-coding experience, Strong velocity coding experience, Creating dynamic and engaging interactions with frameworks such as dojo and jQuery, Working with software engineers to integrate data and backend services to the front end, Creating and presenting project case studies and talks on new technical trends and ideas, Responsive design, Comfortable working within dotCMS and modern html frameworks, Experience in Flash (AS) and Photoshop"
